Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"[Systematic review of external applications combined with three-step analgesic therapy in treating primary liver cancer pain].","/pubmed/31342724","Zhang WQ, Xiao ZL, Wu ZL, Peng LS.","Zhongguo Zhong Yao Za Zhi. 2019 May;44(9):1938-1945. doi: 10.19540/j.cnki.cjcmm.20190408.501. Chinese. ","Zhongguo Zhong Yao Za Zhi.  2019","PubMed","citation","PMID:31342724","pubmed","31342724","create date:2019/07/26 | first author:Zhang WQ",
"[Network Meta-analysis of Yiqi Huoxue Chinese patent medicine for coronary heart disease with angina pectoris].","/pubmed/31342723","Ji ZC, Hu HY, Yang FW, Zhang LS, Jin XY, Wang HC, Pang WT, Li N, Wang KY, Zhang JH.","Zhongguo Zhong Yao Za Zhi. 2019 May;44(9):1927-1937. doi: 10.19540/j.cnki.cjcmm.20190114.001. Chinese. ","Zhongguo Zhong Yao Za Zhi.  2019","PubMed","citation","PMID:31342723","pubmed","31342723","create date:2019/07/26 | first author:Ji ZC",
"A systematic review and meta-analysis estimating the population prevalence of comorbidities in children and adolescents aged 5 to 18 years.","/pubmed/31342672","Sharma V, Coleman S, Nixon J, Sharples L, Hamilton-Shield J, Rutter H, Bryant M.","Obes Rev. 2019 Jul 24. doi: 10.1111/obr.12904. [Epub ahead of print] Review.","Obes Rev.  2019","PubMed","citation","PMID:31342672","pubmed","31342672","create date:2019/07/26 | first author:Sharma V",
"The effectiveness of wearable technologies as physical activity interventions in weight control: A systematic review and meta-analysis of randomized controlled trials.","/pubmed/31342646","Yen HY, Chiu HL.","Obes Rev. 2019 Jul 24. doi: 10.1111/obr.12909. [Epub ahead of print] Review.","Obes Rev.  2019","PubMed","citation","PMID:31342646","pubmed","31342646","create date:2019/07/26 | first author:Yen HY",
"Pain Flare-Effect Prophylaxis With Corticosteroids On Bone Radiotherapy Treatment: A Systematic Review.","/pubmed/31342618","Fabregat C, Almendros S, Navarro-Martin A, Gonzalez J.","Pain Pract. 2019 Jul 25. doi: 10.1111/papr.12823. [Epub ahead of print] Review.","Pain Pract.  2019","PubMed","citation","PMID:31342618","pubmed","31342618","create date:2019/07/26 | first author:Fabregat C",
"GAA Variants and Phenotypes Among 1079 Patients with Pompe Disease: Data from the Pompe Registry.","/pubmed/31342611","Reuser AJJ, van der Ploeg AT, Chien YH, Llerena J Jr, Abbott MA, Clemens PR, Kimonis VE, Leslie N, Maruti SS, Sanson BJ, Araujo R, Periquet M, Toscano A, Kishnani PS; Pompe Registry Sites..","Hum Mutat. 2019 Jul 24. doi: 10.1002/humu.23878. [Epub ahead of print]","Hum Mutat.  2019","PubMed","citation","PMID:31342611","pubmed","31342611","create date:2019/07/26 | first author:Reuser AJJ",
"Systematic review of the nature of nursing care described by using the Caring Behaviours Inventory.","/pubmed/31342576","Romero-Martín M, Gomez-Salgado J, Robles-Romero JM, Jiménez-Picón N, Gómez-Urquiza JL, Ponce-Blandón JA.","J Clin Nurs. 2019 Jul 25. doi: 10.1111/jocn.15015. [Epub ahead of print] Review.","J Clin Nurs.  2019","PubMed","citation","PMID:31342576","pubmed","31342576","create date:2019/07/26 | first author:Romero-Martín M",
"Systematic review with meta-analysis: risk factors for thiopurine-induced leukopenia in IBD.","/pubmed/31342537","van Gennep S, Konté K, Meijer B, Heymans MW, D'Haens GR, Löwenberg M, de Boer NKH.","Aliment Pharmacol Ther. 2019 Jul 25. doi: 10.1111/apt.15403. [Epub ahead of print] Review.","Aliment Pharmacol Ther.  2019","PubMed","citation","PMID:31342537","pubmed","31342537","create date:2019/07/26 | first author:van Gennep S",
"CSF Pressure, Volume, and Post-Dural Puncture Headache: A Case-Control Study and Systematic Review.","/pubmed/31342523","Smith JH, Mac Grory B, Butterfield RJ, Khokar B, Falk BL, Marks LA.","Headache. 2019 Jul 24. doi: 10.1111/head.13602. [Epub ahead of print]","Headache.  2019","PubMed","citation","PMID:31342523","pubmed","31342523","create date:2019/07/26 | first author:Smith JH",
"Long-term effects of selective dorsal rhizotomy in children with cerebral palsy: a systematic review.","/pubmed/31342516","Tedroff K, Hägglund G, Miller F.","Dev Med Child Neurol. 2019 Jul 24. doi: 10.1111/dmcn.14320. [Epub ahead of print] Review.","Dev Med Child Neurol.  2019","PubMed","citation","PMID:31342516","pubmed","31342516","create date:2019/07/26 | first author:Tedroff K",
"[Current State of Appropriate Medication Use in Older Adults and Future Prospects].","/pubmed/31342495","Lou MF.","Hu Li Za Zhi. 2019 Aug;66(4):4-6. doi: 10.6224/JN.201908_66(4).01. Chinese. ","Hu Li Za Zhi.  2019","PubMed","citation","PMID:31342495","pubmed","31342495","create date:2019/07/26 | first author:Lou MF",
"Efficacy and adverse effects of oral propranolol in infantile hemangioma: a meta-analysis of comparative studies.","/pubmed/31342465","Yang H, Hu DL, Shu Q, Guo XD.","World J Pediatr. 2019 Jul 24. doi: 10.1007/s12519-019-00285-9. [Epub ahead of print] Review.","World J Pediatr.  2019","PubMed","citation","PMID:31342465","pubmed","31342465","create date:2019/07/26 | first author:Yang H",
"MeningiSSS: A New Predictive Score to Support Decision on Invasive Procedures to Monitor or Manage the Intracerebral Pressure in Children with Bacterial Meningitis.","/pubmed/31342450","Johansson Kostenniemi U, Karlsson L, Silfverdal SA, Mehle C.","Neurocrit Care. 2019 Jul 24. doi: 10.1007/s12028-019-00792-7. [Epub ahead of print]","Neurocrit Care.  2019","PubMed","citation","PMID:31342450","pubmed","31342450","create date:2019/07/26 | first author:Johansson Kostenniemi U",
"Mindfulness for Children and Adults with Autism Spectrum Disorder and Their Caregivers: A Meta-analysis.","/pubmed/31342444","Hartley M, Dorstyn D, Due C.","J Autism Dev Disord. 2019 Jul 24. doi: 10.1007/s10803-019-04145-3. [Epub ahead of print]","J Autism Dev Disord.  2019","PubMed","citation","PMID:31342444","pubmed","31342444","create date:2019/07/26 | first author:Hartley M",
"Intravenous Brivaracetam in the Treatment of Status Epilepticus: A Systematic Review.","/pubmed/31342405","Brigo F, Lattanzi S, Nardone R, Trinka E.","CNS Drugs. 2019 Jul 24. doi: 10.1007/s40263-019-00652-0. [Epub ahead of print] Review.","CNS Drugs.  2019","PubMed","citation","PMID:31342405","pubmed","31342405","create date:2019/07/26 | first author:Brigo F",
"Clinical Implications of Transcriptomic Changes After Neoadjuvant Chemotherapy in Patients with Triple-Negative Breast Cancer.","/pubmed/31342395","Orozco JIJ, Grumley JG, Matsuba C, Manughian-Peter AO, Chang SC, Chang G, Gago FE, Salomon MP, Marzese DM.","Ann Surg Oncol. 2019 Jul 24. doi: 10.1245/s10434-019-07567-6. [Epub ahead of print]","Ann Surg Oncol.  2019","PubMed","citation","PMID:31342395","pubmed","31342395","create date:2019/07/26 | first author:Orozco JIJ",
"An Oncoplastic Surgery Primer: Common Indications, Techniques, and Complications in Level 1 and 2 Volume Displacement Oncoplastic Surgery.","/pubmed/31342388","Patel K, Bloom J, Nardello S, Cohen S, Reiland J, Chatterjee A.","Ann Surg Oncol. 2019 Jul 24. doi: 10.1245/s10434-019-07592-5. [Epub ahead of print]","Ann Surg Oncol.  2019","PubMed","citation","PMID:31342388","pubmed","31342388","create date:2019/07/26 | first author:Patel K",
"Breastfeeding and Breast Cancer: Managing Lactation in Survivors and Women with a New Diagnosis.","/pubmed/31342385","Johnson HM, Mitchell KB.","Ann Surg Oncol. 2019 Jul 24. doi: 10.1245/s10434-019-07596-1. [Epub ahead of print]","Ann Surg Oncol.  2019","PubMed","citation","PMID:31342385","pubmed","31342385","create date:2019/07/26 | first author:Johnson HM",
"Axillary Pathologic Complete Response in Inflammatory Breast Cancer Patients: Implications for SLNB?","/pubmed/31342381","Imeokparia FO, Hughes TM, Dossett LA, Jeruss JS, Chang AE, Sabel MS.","Ann Surg Oncol. 2019 Jul 24. doi: 10.1245/s10434-019-07597-0. [Epub ahead of print]","Ann Surg Oncol.  2019","PubMed","citation","PMID:31342381","pubmed","31342381","create date:2019/07/26 | first author:Imeokparia FO",
"Neoadjuvant Radiotherapy to Facilitate Immediate Breast Reconstruction: A Systematic Review and Current Clinical Trials.","/pubmed/31342362","Singh P, Hoffman K, Schaverien MV, Krause KJ, Butler C, Smith BD, Kuerer HM.","Ann Surg Oncol. 2019 Jul 24. doi: 10.1245/s10434-019-07538-x. [Epub ahead of print]","Ann Surg Oncol.  2019","PubMed","citation","PMID:31342362","pubmed","31342362","create date:2019/07/26 | first author:Singh P",
"Efficacy and Safety of Direct Oral Anticoagulants Versus Warfarin in Patients with Atrial Fibrillation Across BMI Categories: A Systematic Review and Meta-Analysis.","/pubmed/31342343","Zhou Y, Ma J, Zhu W.","Am J Cardiovasc Drugs. 2019 Jul 24. doi: 10.1007/s40256-019-00362-4. [Epub ahead of print] Review.","Am J Cardiovasc Drugs.  2019","PubMed","citation","PMID:31342343","pubmed","31342343","create date:2019/07/26 | first author:Zhou Y",
"Oxidative Damage Induced by Nano-titanium Dioxide in Rats and Mice: a Systematic Review and Meta-analysis.","/pubmed/31342340","An H, Ling C, Xu M, Hu M, Wang H, Liu J, Song G, Liu J.","Biol Trace Elem Res. 2019 Jul 24. doi: 10.1007/s12011-019-01761-z. [Epub ahead of print] Review.","Biol Trace Elem Res.  2019","PubMed","citation","PMID:31342340","pubmed","31342340","create date:2019/07/26 | first author:An H",
"Human Factors and User Experience Issues with Ventricular Assist Device Wearable Components: A Systematic Review.","/pubmed/31342334","Dunn JL, Nusem E, Straker K, Gregory S, Wrigley C.","Ann Biomed Eng. 2019 Jul 23. doi: 10.1007/s10439-019-02303-3. [Epub ahead of print] Review.","Ann Biomed Eng.  2019","PubMed","citation","PMID:31342334","pubmed","31342334","create date:2019/07/26 | first author:Dunn JL",
"H3K27 trimethylation loss in malignant peripheral nerve sheath tumor: a systematic review and meta-analysis with diagnostic implications.","/pubmed/31342317","Lu VM, Marek T, Gilder HE, Puffer RC, Raghunathan A, Spinner RJ, Daniels DJ.","J Neurooncol. 2019 Jul 24. doi: 10.1007/s11060-019-03247-3. [Epub ahead of print] Review.","J Neurooncol.  2019","PubMed","citation","PMID:31342317","pubmed","31342317","create date:2019/07/26 | first author:Lu VM",
"Assessing the quality and communicative aspects of patient decision aids for early-stage breast cancer treatment: a systematic review.","/pubmed/31342311","Vromans R, Tenfelde K, Pauws S, van Eenbergen M, Mares-Engelberts I, Velikova G, van de Poll-Franse L, Krahmer E.","Breast Cancer Res Treat. 2019 Jul 24. doi: 10.1007/s10549-019-05351-4. [Epub ahead of print] Review.","Breast Cancer Res Treat.  2019","PubMed","citation","PMID:31342311","pubmed","31342311","create date:2019/07/26 | first author:Vromans R",
"Assessing human vulnerability in industrial chemical accidents: a qualitative and quantitative methodological approach.","/pubmed/31342280","Ardalan A, Fatemi F, Aguirre B, Mansouri N, Mohammdfam I.","Environ Monit Assess. 2019 Jul 24;191(8):506. doi: 10.1007/s10661-019-7662-2.","Environ Monit Assess.  2019","PubMed","citation","PMID:31342280","pubmed","31342280","create date:2019/07/26 | first author:Ardalan A",
"Comparison of clinical outcomes of laparoscopic versus open surgery for recurrent hepatocellular carcinoma: a meta-analysis.","/pubmed/31342257","Cai W, Liu Z, Xiao Y, Zhang W, Tang D, Cheng B, Li Q.","Surg Endosc. 2019 Jul 24. doi: 10.1007/s00464-019-06996-4. [Epub ahead of print]","Surg Endosc.  2019","PubMed","citation","PMID:31342257","pubmed","31342257","create date:2019/07/26 | first author:Cai W",
"A Spanish Society joint SECO and SEEDO approach to the Post-operative management of the patients undergoing surgery for obesity.","/pubmed/31342249","Vilallonga R, Pereira-Cunill JL, Morales-Conde S, Alarcón I, Breton I, Domínguez-Adame E, Ferrer JV, Ruiz-de-Gordejuela AG, Goday A, Lecube A, García-Almenta EM, Rubio MÁ, Tinahones FJ, García-Luna PP.","Obes Surg. 2019 Jul 23. doi: 10.1007/s11695-019-04043-8. [Epub ahead of print]","Obes Surg.  2019","PubMed","citation","PMID:31342249","pubmed","31342249","create date:2019/07/26 | first author:Vilallonga R",
"Botulinum toxin type A applications for masticatory myofascial pain and trigeminal neuralgia: what is the evidence regarding adverse effects?","/pubmed/31342244","De la Torre Canales G, Poluha RL, Lora VM, Araújo Oliveira Ferreira DM, Stuginski-Barbosa J, Bonjardim LR, Cury AADB, Conti PCR.","Clin Oral Investig. 2019 Jul 24. doi: 10.1007/s00784-019-03026-4. [Epub ahead of print] Review.","Clin Oral Investig.  2019","PubMed","citation","PMID:31342244","pubmed","31342244","create date:2019/07/26 | first author:De la Torre Canales G",
"A Meta-analysis of L2 Willingness to Communicate and Its Three High-Evidence Correlates.","/pubmed/31342240","Elahi Shirvan M, Khajavy GH, MacIntyre PD, Taherian T.","J Psycholinguist Res. 2019 Jul 24. doi: 10.1007/s10936-019-09656-9. [Epub ahead of print]","J Psycholinguist Res.  2019","PubMed","citation","PMID:31342240","pubmed","31342240","create date:2019/07/26 | first author:Elahi Shirvan M",
"The Charles Bonnet Syndrome: a Systematic Review of Diagnostic Criteria.","/pubmed/31342218","Hamedani AG, Pelak VS.","Curr Treat Options Neurol. 2019 Jul 25;21(9):41. doi: 10.1007/s11940-019-0582-1. Review.","Curr Treat Options Neurol.  2019","PubMed","citation","PMID:31342218","pubmed","31342218","create date:2019/07/26 | first author:Hamedani AG",
"How relevant are social costs in economic evaluations? The case of Alzheimer's disease.","/pubmed/31342208","Peña-Longobardo LM, Rodríguez-Sánchez B, Oliva-Moreno J, Aranda-Reneo I, López-Bastida J.","Eur J Health Econ. 2019 Jul 24. doi: 10.1007/s10198-019-01087-6. [Epub ahead of print]","Eur J Health Econ.  2019","PubMed","citation","PMID:31342208","pubmed","31342208","create date:2019/07/26 | first author:Peña-Longobardo LM",
"Impact of furosemide on mortality and the requirement for renal replacement therapy in acute kidney injury: a systematic review and meta-analysis of randomised trials.","/pubmed/31342205","Krzych ŁJ, Czempik PF.","Ann Intensive Care. 2019 Jul 24;9(1):85. doi: 10.1186/s13613-019-0557-0.","Ann Intensive Care.  2019","PubMed","citation","PMID:31342205","pubmed","31342205","create date:2019/07/26 | first author:Krzych ŁJ",
"Clinical Decision Support Systems and Their Role in Antibiotic Stewardship: a Systematic Review.","/pubmed/31342180","Rittmann B, Stevens MP.","Curr Infect Dis Rep. 2019 Jul 24;21(8):29. doi: 10.1007/s11908-019-0683-8.","Curr Infect Dis Rep.  2019","PubMed","citation","PMID:31342180","pubmed","31342180","create date:2019/07/26 | first author:Rittmann B",
"Comparison of three-dimensional versus two-dimensional laparoscopic surgery for rectal cancer: a meta-analysis.","/pubmed/31342167","Li L, Gao X, Guo Y, Luo Y, Luo Y, Yang X, Zhang W, Feng L.","Int J Colorectal Dis. 2019 Jul 24. doi: 10.1007/s00384-019-03353-8. [Epub ahead of print]","Int J Colorectal Dis.  2019","PubMed","citation","PMID:31342167","pubmed","31342167","create date:2019/07/26 | first author:Li L",
"Potential of miRNAs to predict and treat inflammation from the perspective of Familial Mediterranean Fever.","/pubmed/31342094","Balci-Peynircioglu B, Akkaya-Ulum YZ, Akbaba TH, Tavukcuoglu Z.","Inflamm Res. 2019 Jul 24. doi: 10.1007/s00011-019-01272-6. [Epub ahead of print] Review.","Inflamm Res.  2019","PubMed","citation","PMID:31342094","pubmed","31342094","create date:2019/07/26 | first author:Balci-Peynircioglu B",
"Measurement instruments of online gaming disorder in adolescents and young people according to DSM-5 criteria: a systematic review.","/pubmed/31342078","Bernaldo-de-Quirós M, Labrador-Méndez M, Sánchez-Iglesias I, Labrador FJ.","Adicciones. 2019 Jul 9;0(0):1277. doi: 10.20882/adicciones.1277. [Epub ahead of print] English, Spanish. ","Adicciones.  2019","PubMed","citation","PMID:31342078","pubmed","31342078","create date:2019/07/26 | first author:Bernaldo-de-Quirós M",
"The Effect of Isolated and Synthetic Dietary Fibers on Markers of Metabolic Diseases in Human Intervention Studies: A Systematic Review.","/pubmed/31342059","Armet AM, Deehan EC, Thöne JV, Hewko SJ, Walter J.","Adv Nutr. 2019 Jul 25. pii: nmz074. doi: 10.1093/advances/nmz074. [Epub ahead of print]","Adv Nutr.  2019","PubMed","citation","PMID:31342059","pubmed","31342059","create date:2019/07/26 | first author:Armet AM",
"Big Data Approaches for Modeling Response and Resistance to Cancer Drugs.","/pubmed/31342013","Jiang P, Sellers WR, Liu XS.","Annu Rev Biomed Data Sci. 2018 Jul;1:1-27. doi: 10.1146/annurev-biodatasci-080917-013350. Epub 2018 Apr 25.","Annu Rev Biomed Data Sci.  2018","PubMed","citation","PMID:31342013 | PMCID:PMC6655478","pubmed","31342013","create date:2019/07/26 | first author:Jiang P",
"Is there a role for stereotactic radiotherapy in the treatment of renal cell carcinoma?","/pubmed/31341985","Rühle A, Andratschke N, Siva S, Guckenberger M.","Clin Transl Radiat Oncol. 2019 Apr 26;18:104-112. doi: 10.1016/j.ctro.2019.04.012. eCollection 2019 Sep. Review.","Clin Transl Radiat Oncol.  2019","PubMed","citation","PMID:31341985 | PMCID:PMC6630187","pubmed","31341985","create date:2019/07/26 | first author:Rühle A",
"Medical Cannabinoids for Cancer Cachexia: A Systematic Review and Meta-Analysis.","/pubmed/31341892","Wang J, Wang Y, Tong M, Pan H, Li D.","Biomed Res Int. 2019 Jun 23;2019:2864384. doi: 10.1155/2019/2864384. eCollection 2019. Review.","Biomed Res Int.  2019","PubMed","citation","PMID:31341892 | PMCID:PMC6612387","pubmed","31341892","create date:2019/07/26 | first author:Wang J",
"Challenges and the Path Forward on Malaria Elimination Intervention: A Systematic Review.","/pubmed/31341841","Shahandeh K, Basseri HR.","Iran J Public Health. 2019 Jun;48(6):1004-1013. Review.","Iran J Public Health.  2019","PubMed","citation","PMID:31341841","pubmed","31341841","create date:2019/07/26 | first author:Shahandeh K",
"Prevalence of amblyopia in congenital blepharoptosis: a systematic review and Meta-analysis.","/pubmed/31341812","Zhang JY, Zhu XW, Ding X, Lin M, Li J.","Int J Ophthalmol. 2019 Jul 18;12(7):1187-1193. doi: 10.18240/ijo.2019.07.21. eCollection 2019.","Int J Ophthalmol.  2019","PubMed","citation","PMID:31341812 | PMCID:PMC6629806","pubmed","31341812","create date:2019/07/26 | first author:Zhang JY",
"Intravenous glucocorticoids therapy in the treatment of Graves' ophthalmopathy: a systematic review and Meta-analysis.","/pubmed/31341811","Zhao LQ, Yu DY, Cheng JW.","Int J Ophthalmol. 2019 Jul 18;12(7):1177-1186. doi: 10.18240/ijo.2019.07.20. eCollection 2019.","Int J Ophthalmol.  2019","PubMed","citation","PMID:31341811 | PMCID:PMC6629805","pubmed","31341811","create date:2019/07/26 | first author:Zhao LQ",
"CDC's guideline on pediatric mild traumatic brain injury: Recommendations for neurologists.","/pubmed/31341712","Weissman B, Joseph M, Gronseth G, Sarmiento K, Giza CC.","Neurol Clin Pract. 2019 Jun;9(3):241-249. doi: 10.1212/CPJ.0000000000000624. Review.","Neurol Clin Pract.  2019","PubMed","citation","PMID:31341712 | PMCID:PMC6615661","pubmed","31341712","create date:2019/07/26 | first author:Weissman B",
"Pain Perception of the First Eye versus the Second Eye during Phacoemulsification under Local Anesthesia for Patients Going through Cataract Surgery: A Systematic Review and Meta-Analysis.","/pubmed/31341651","Shi C, Yuan J, Zee B.","J Ophthalmol. 2019 Jun 23;2019:4106893. doi: 10.1155/2019/4106893. eCollection 2019. Review.","J Ophthalmol.  2019","PubMed","citation","PMID:31341651 | PMCID:PMC6612398","pubmed","31341651","create date:2019/07/26 | first author:Shi C",
"Positive thyroid antibodies and risk of thyroid cancer: A systematic review and meta-analysis.","/pubmed/31341621","Xiao Y, Zhou Q, Xu Y, Yuan SL, Liu QA.","Mol Clin Oncol. 2019 Sep;11(3):234-242. doi: 10.3892/mco.2019.1886. Epub 2019 Jun 21.","Mol Clin Oncol.  2019","PubMed","citation","PMID:31341621 | PMCID:PMC6636211","pubmed","31341621","create date:2019/07/26 | first author:Xiao Y",
"Molecular and Morphological Evidence of Hepatotoxicity after Silver Nanoparticle Exposure: A Systematic Review, In Silico, and Ultrastructure Investigation.","/pubmed/31341555","Sooklert K, Wongjarupong A, Cherdchom S, Wongjarupong N, Jindatip D, Phungnoi Y, Rojanathanes R, Sereemaspun A.","Toxicol Res. 2019 Jul;35(3):257-270. doi: 10.5487/TR.2019.35.3.257. Epub 2019 Jul 15.","Toxicol Res.  2019","PubMed","citation","PMID:31341555 | PMCID:PMC6629447","pubmed","31341555","create date:2019/07/26 | first author:Sooklert K",
"A Telehealth Privacy and Security Self-Assessment Questionnaire for Telehealth Providers: Development and Validation.","/pubmed/31341542","Zhou L, Thieret R, Watzlaf V, Dealmeida D, Parmanto B.","Int J Telerehabil. 2019 Jun 12;11(1):3-14. doi: 10.5195/ijt.2019.6276. eCollection 2019 Spring.","Int J Telerehabil.  2019","PubMed","citation","PMID:31341542 | PMCID:PMC6597150","pubmed","31341542","create date:2019/07/26 | first author:Zhou L",
"The Effectiveness of Acupoint Catgut Embedding Therapy for Abdominal Obesity: A Systematic Review and Meta-Analysis.","/pubmed/31341504","Sheng J, Jin X, Zhu J, Chen Y, Liu X.","Evid Based Complement Alternat Med. 2019 Jun 23;2019:9714313. doi: 10.1155/2019/9714313. eCollection 2019. Review.","Evid Based Complement Alternat Med.  2019","PubMed","citation","PMID:31341504 | PMCID:PMC6612388","pubmed","31341504","create date:2019/07/26 | first author:Sheng J",
"Efficacy and Safety of Fire Needle Therapy for Nodular Prurigo: A Quantitative Study.","/pubmed/31341502","Luo Y, Kuai L, Song N, Ding X, Sun X, Luo Y, Ru Y, Hong S, Xing M, Zhou M, Li B, Li X.","Evid Based Complement Alternat Med. 2019 Jun 25;2019:8797056. doi: 10.1155/2019/8797056. eCollection 2019. Review.","Evid Based Complement Alternat Med.  2019","PubMed","citation","PMID:31341502 | PMCID:PMC6614990","pubmed","31341502","create date:2019/07/26 | first author:Luo Y",
"Acupuncture for Premenstrual Syndrome at Different Intervention Time: A Systemic Review and Meta-Analysis.","/pubmed/31341497","Zhang J, Cao L, Wang Y, Jin Y, Xiao X, Zhang Q.","Evid Based Complement Alternat Med. 2019 Jun 25;2019:6246285. doi: 10.1155/2019/6246285. eCollection 2019. Review.","Evid Based Complement Alternat Med.  2019","PubMed","citation","PMID:31341497 | PMCID:PMC6614973","pubmed","31341497","create date:2019/07/26 | first author:Zhang J",
"Acupuncture for Chronic Pain-Related Insomnia: A Systematic Review and Meta-Analysis.","/pubmed/31341495","Liu F, You J, Li Q, Fang T, Chen M, Tang N, Yan X.","Evid Based Complement Alternat Med. 2019 Jun 24;2019:5381028. doi: 10.1155/2019/5381028. eCollection 2019. Review.","Evid Based Complement Alternat Med.  2019","PubMed","citation","PMID:31341495 | PMCID:PMC6612974","pubmed","31341495","create date:2019/07/26 | first author:Liu F",
"Autologous Hematopoietic Cell Transplantation in Multiple Sclerosis: Changing Paradigms in the Era of Novel Agents.","/pubmed/31341484","Gavriilaki M, Sakellari I, Gavriilaki E, Kimiskidis VK, Anagnostopoulos A.","Stem Cells Int. 2019 Jun 24;2019:5840286. doi: 10.1155/2019/5840286. eCollection 2019. Review.","Stem Cells Int.  2019","PubMed","citation","PMID:31341484 | PMCID:PMC6612973","pubmed","31341484","create date:2019/07/26 | first author:Gavriilaki M",
"The Protective Effect of Dietary Phytosterols on Cancer Risk: A Systematic Meta-Analysis.","/pubmed/31341477","Jiang L, Zhao X, Xu J, Li C, Yu Y, Wang W, Zhu L.","J Oncol. 2019 Jun 23;2019:7479518. doi: 10.1155/2019/7479518. eCollection 2019. Review.","J Oncol.  2019","PubMed","citation","PMID:31341477 | PMCID:PMC6612402","pubmed","31341477","create date:2019/07/26 | first author:Jiang L",
"Health Benefits of Endurance Training: Implications of the Brain-Derived Neurotrophic Factor-A Systematic Review.","/pubmed/31341469","Mrówczyński W.","Neural Plast. 2019 Jun 24;2019:5413067. doi: 10.1155/2019/5413067. eCollection 2019. Review.","Neural Plast.  2019","PubMed","citation","PMID:31341469 | PMCID:PMC6613032","pubmed","31341469","create date:2019/07/26 | first author:Mrówczyński W",
"Subcutaneous Magnesium Sulfate to Correct High-Output Ileostomy-Induced Hypomagnesemia.","/pubmed/31341460","Makowsky MJ, Bell P, Gramlich L.","Case Rep Gastroenterol. 2019 Jun 26;13(2):280-293. doi: 10.1159/000501121. eCollection 2019 May-Aug.","Case Rep Gastroenterol.  2019","PubMed","citation","PMID:31341460 | PMCID:PMC6639584","pubmed","31341460","create date:2019/07/26 | first author:Makowsky MJ",
"Prognostic Role of Elevated Myeloperoxidase in Patients with Acute Coronary Syndrome: A Systemic Review and Meta-Analysis.","/pubmed/31341419","Kolodziej AR, Abo-Aly M, Elsawalhy E, Campbell C, Ziada KM, Abdel-Latif A.","Mediators Inflamm. 2019 Jun 25;2019:2872607. doi: 10.1155/2019/2872607. eCollection 2019. Review.","Mediators Inflamm.  2019","PubMed","citation","PMID:31341419 | PMCID:PMC6614978","pubmed","31341419","create date:2019/07/26 | first author:Kolodziej AR",
"Taxonomy, systematics and geographic distribution of ground frogs (Alsodidae, Eupsophus): a comprehensive synthesis of the last six decades of research.","/pubmed/31341395","Correa C, Durán F.","Zookeys. 2019 Jul 11;863:107-152. doi: 10.3897/zookeys.863.35484. eCollection 2019. Review.","Zookeys.  2019","PubMed","citation","PMID:31341395 | PMCID:PMC6639348","pubmed","31341395","create date:2019/07/26 | first author:Correa C",
"Genetic testing vs microforceps biopsy in pancreatic cysts: Systematic review and meta-analysis.","/pubmed/31341368","Faias S, Pereira L, Luís Â, Chaves P, Cravo M.","World J Gastroenterol. 2019 Jul 14;25(26):3450-3467. doi: 10.3748/wjg.v25.i26.3450.","World J Gastroenterol.  2019","PubMed","citation","PMID:31341368 | PMCID:PMC6639554","pubmed","31341368","create date:2019/07/26 | first author:Faias S",
"Synchronous resection of esophageal cancer and other organ malignancies: A systematic review.","/pubmed/31341367","Papaconstantinou D, Tsilimigras DI, Moris D, Michalinos A, Mastoraki A, Mpaili E, Hasemaki N, Bakopoulos A, Filippou D, Schizas D.","World J Gastroenterol. 2019 Jul 14;25(26):3438-3449. doi: 10.3748/wjg.v25.i26.3438.","World J Gastroenterol.  2019","PubMed","citation","PMID:31341367 | PMCID:PMC6639548","pubmed","31341367","create date:2019/07/26 | first author:Papaconstantinou D",
"Gastro-duodenal disease in Africa: Literature review and clinical data from Accra, Ghana.","/pubmed/31341360","Archampong TN, Asmah RH, Richards CJ, Martin VJ, Bayliss CD, Botão E, David L, Beleza S, Carrilho C.","World J Gastroenterol. 2019 Jul 14;25(26):3344-3358. doi: 10.3748/wjg.v25.i26.3344. Review.","World J Gastroenterol.  2019","PubMed","citation","PMID:31341360 | PMCID:PMC6639557","pubmed","31341360","create date:2019/07/26 | first author:Archampong TN",
"Comparative Genomics Analysis in Grass Species Reveals Two Distinct Evolutionary Strategies Adopted by R Genes.","/pubmed/31341223","Zhang Y, Guo M, Shen J, Song X, Dong S, Wen Y, Yuan X, Guo P.","Sci Rep. 2019 Jul 24;9(1):10735. doi: 10.1038/s41598-019-47121-8.","Sci Rep.  2019","PubMed","citation","PMID:31341223","pubmed","31341223","create date:2019/07/26 | first author:Zhang Y",
"Comparative mitogenomics of the Decapoda reveals evolutionary heterogeneity in architecture and composition.","/pubmed/31341205","Tan MH, Gan HM, Lee YP, Bracken-Grissom H, Chan TY, Miller AD, Austin CM.","Sci Rep. 2019 Jul 24;9(1):10756. doi: 10.1038/s41598-019-47145-0.","Sci Rep.  2019","PubMed","citation","PMID:31341205","pubmed","31341205","create date:2019/07/26 | first author:Tan MH",
