Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Cephalomedullary interlocked nail for ipsilateral hip and femoral shaft fractures.","/pubmed/15351672","Jain P, Maini L, Mishra P, Upadhyay A, Agarwal A.","Injury. 2004 Oct;35(10):1031-8.","Injury.  2004","PubMed","citation","PMID:15351672","pubmed","15351672","create date:2004/09/08 | first author:Jain P",
"[Failure of allergen-based immunotherapy in adults with allergic asthma].","/pubmed/12822542","Reyes Moreno A, Castrejón Vázquez MI, Miranda Feria AJ.","Rev Alerg Mex. 2003 Jan-Feb;50(1):8-12. Review. Spanish. ","Rev Alerg Mex.  2003","PubMed","citation","PMID:12822542","pubmed","12822542","create date:2003/06/26 | first author:Reyes Moreno A",
"A comparative study of trochanteric fractures treated with the Gamma nail or the proximal femoral nail.","/pubmed/12466870","Herrera A, Domingo LJ, Calvo A, Martínez A, Cuenca J.","Int Orthop. 2002;26(6):365-9. Epub 2002 Jul 31.","Int Orthop.  2002","PubMed","citation","PMID:12466870 | PMCID:PMC3620972","pubmed","12466870","create date:2002/12/06 | first author:Herrera A",
"Genetic changes in neoplasms arising in congenital melanocytic nevi: differences between nodular proliferations and melanomas.","/pubmed/12368190","Bastian BC, Xiong J, Frieden IJ, Williams ML, Chou P, Busam K, Pinkel D, LeBoit PE.","Am J Pathol. 2002 Oct;161(4):1163-9.","Am J Pathol.  2002","PubMed","citation","PMID:12368190 | PMCID:PMC1867277","pubmed","12368190","create date:2002/10/09 | first author:Bastian BC",
"[Hip replacement after failed internal fixation in patients with proximal femur fracture--a simple procedure?].","/pubmed/12094275","Lenich A, Mayr E, Rüter A.","Zentralbl Chir. 2002 Jun;127(6):503-6. German. ","Zentralbl Chir.  2002","PubMed","citation","PMID:12094275","pubmed","12094275","create date:2002/07/03 | first author:Lenich A",
"[Experimental examination for optimized stabilisation of trochanteric femur fractures, intra- or extramedullary implant localisation and influence of femur neck component profile on cut-out risk].","/pubmed/11766660","Friedl W, Clausen J.","Chirurg. 2001 Nov;72(11):1344-52. German. ","Chirurg.  2001","PubMed","citation","PMID:11766660","pubmed","11766660","create date:2002/01/05 | first author:Friedl W",
"[Duration of surgery in osteosynthesis of fractures of the trochanter].","/pubmed/11759471","Bartonícek J, Dousa P, Kostál R, Svatos F, Skála J.","Acta Chir Orthop Traumatol Cech. 2001;68(5):294-9. Czech. ","Acta Chir Orthop Traumatol Cech.  2001","PubMed","citation","PMID:11759471","pubmed","11759471","create date:2002/01/05 | first author:Bartonícek J",
"ETV6 rearrangements in patients with infantile fibrosarcomas and congenital mesoblastic nephromas by fluorescence in situ hybridization.","/pubmed/11743047","Adem C, Gisselsson D, Dal Cin P, Nascimento AG.","Mod Pathol. 2001 Dec;14(12):1246-51.","Mod Pathol.  2001","PubMed","citation","PMID:11743047","pubmed","11743047","create date:2001/12/18 | first author:Adem C",
"Up-regulation of growth hormone receptor immunoreactivity in human melanoma.","/pubmed/10470136","Lincoln DT, Sinowatz F, Kölle S, Takahashi H, Parsons P, Waters M.","Anticancer Res. 1999 May-Jun;19(3A):1919-31.","Anticancer Res.  1999","PubMed","citation","PMID:10470136","pubmed","10470136","create date:1999/09/02 | first author:Lincoln DT",
"Expression of a coronavirus ribosomal frameshift signal in Escherichia coli: influence of tRNA anticodon modification on frameshifting.","/pubmed/9237903","Brierley I, Meredith MR, Bloys AJ, Hagervall TG.","J Mol Biol. 1997 Jul 18;270(3):360-73.","J Mol Biol.  1997","PubMed","citation","PMID:9237903","pubmed","9237903","create date:1997/07/18 | first author:Brierley I",
"A locked hip screw-intramedullary nail (cephalomedullary nail) for the treatment of fractures of the proximal part of the femur combined with fractures of the femoral shaft.","/pubmed/8576969","Alho A, Ekeland A, Grøgaard B, Dokke JR.","J Trauma. 1996 Jan;40(1):10-6.","J Trauma.  1996","PubMed","citation","PMID:8576969","pubmed","8576969","create date:1996/01/01 | first author:Alho A",
"Photoinduced structural changes in the collagen/gelatin binding domain of fibronectin.","/pubmed/7766603","Miles AM, Brew SA, Ingham KC, Smith RL.","Biochemistry. 1995 May 30;34(21):6941-6.","Biochemistry.  1995","PubMed","citation","PMID:7766603","pubmed","7766603","create date:1995/05/30 | first author:Miles AM",
"Congenital mesoblastic nephroma metastatic to the brain.","/pubmed/8402467","Heidelberger KP, Ritchey ML, Dauser RC, McKeever PE, Beckwith JB.","Cancer. 1993 Oct 15;72(8):2499-502.","Cancer.  1993","PubMed","citation","PMID:8402467","pubmed","8402467","create date:1993/10/15 | first author:Heidelberger KP",
"Ultrasound-guided percutaneous fine-needle ethanol injection into parathyroid glands in secondary hyperparathyroidism.","/pubmed/1321377","Giangrande A, Castiglioni A, Solbiati L, Allaria P.","Nephrol Dial Transplant. 1992;7(5):412-21.","Nephrol Dial Transplant.  1992","PubMed","citation","PMID:1321377","pubmed","1321377","create date:1992/01/01 | first author:Giangrande A",
"Ionic-strength- and pH-dependent conformational states of human plasma fibronectin.","/pubmed/2021622","Benecky MJ, Wine RW, Kolvenbach CG, Mosesson MW.","Biochemistry. 1991 Apr 30;30(17):4298-306.","Biochemistry.  1991","PubMed","citation","PMID:2021622","pubmed","2021622","create date:1991/04/30 | first author:Benecky MJ",
"Computed tomographic (CT) guided percutaneous fine-needle aspiration biopsy: the Yale experience.","/pubmed/3765665","Hammers LW, McCarthy S, Williams H, Rigsby CM, Carter A, Rapoport S, Weltin G, Taylor C, Richter J, Barwick KW, et al.","Yale J Biol Med. 1986 Jul-Aug;59(4):425-34.","Yale J Biol Med.  1986","PubMed","citation","PMID:3765665 | PMCID:PMC2590076","pubmed","3765665","create date:1986/07/01 | first author:Hammers LW",
"The biochemical identification of fibronectin in the sea urchin embryo.","/pubmed/4074361","DeSimone DW, Spiegel E, Spiegel M.","Biochem Biophys Res Commun. 1985 Nov 27;133(1):183-8.","Biochem Biophys Res Commun.  1985","PubMed","citation","PMID:4074361","pubmed","4074361","create date:1985/11/27 | first author:DeSimone DW",
"[Clinical study of cefminox in respiratory tract infections].","/pubmed/3930783","Odagiri S, Ikeda H, Suzuki K, Murohashi K, Kaneko T.","Jpn J Antibiot. 1985 May;38(5):1165-77. Japanese. ","Jpn J Antibiot.  1985","PubMed","citation","PMID:3930783","pubmed","3930783","create date:1985/05/01 | first author:Odagiri S",
